Account, Point of Sale,   Business Type,   Product,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712
GP % of GB,Expedia SG,Merchant,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia SG,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia SG,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia SG,Merchant,Hotel,14.520011%,14.696133%,14.732207%,14.622840%,14.609206%,14.583963%,14.521778%,14.431904%,14.401937%,14.309581%,14.255640%,14.320491%
GP % of GB,Expedia SG,Merchant,Hotel,12.546599%,12.648648%,12.949154%,12.742311%,12.961406%,12.934813%,12.646361%,12.446886%,12.565872%,12.495618%,12.445663%,12.878006%
Revenue % of GB,Expedia SG,Agency,Hotel,14.654247%,9.219921%,15.953279%,15.903279%,15.853279%,15.803279%,15.753279%,15.703279%,15.653279%,15.603279%,15.553279%,15.503279%
GP % of GB,Expedia SG,Agency,Hotel,14.105413%,8.829006%,15.539964%,15.456226%,15.456551%,15.290665%,15.267599%,15.208292%,15.236204%,15.175045%,15.079494%,14.917888%
Revenue % of GB,Expedia SG,Not Applicable,EPackage,6.828599%,6.435276%,6.680431%,6.452075%,6.391407%,6.531077%,6.259879%,6.332792%,6.682062%,6.302551%,6.261880%,6.464360%
GP % of GB,Expedia SG,Not Applicable,EPackage,4.874355%,4.466368%,4.892541%,4.755732%,4.745152%,4.835716%,4.646927%,4.558995%,4.942825%,4.741974%,4.629580%,4.922547%
Revenue % of GB,Expedia SG,Merchant,Tshop,16.989976%,16.428391%,17.089077%,16.965749%,16.750010%,16.601540%,16.440938%,16.204902%,15.890487%,15.722883%,15.723964%,15.785455%
GP % of GB,Expedia SG,Merchant,Tshop,12.091344%,11.599707%,11.963746%,11.776504%,11.266790%,9.153291%,10.049132%,10.738164%,9.886875%,10.155359%,9.489034%,5.620807%
Revenue % of GB,Expedia SG,Not Applicable,Insurance,45.000071%,45.000081%,45.000000%,45.000000%,45.000000%,45.000000%,45.000000%,45.000000%,45.000000%,45.000000%,45.000000%,45.000000%
Revenue % of GB,Expedia SG,Merchant,Insurance,45.000071%,45.000081%,45.000000%,45.000000%,45.000000%,45.000000%,45.000000%,45.000000%,45.000000%,45.000000%,45.000000%,45.000000%
GP % of GB,Expedia SG,Not Applicable,Insurance,42.608894%,42.726708%,42.907402%,42.911428%,42.910435%,42.855575%,42.921116%,42.923913%,42.912497%,42.915055%,42.893607%,42.779252%
GP % of GB,Expedia SG,Merchant,Insurance,42.608894%,42.726708%,42.907402%,42.911428%,42.910435%,42.855575%,42.921116%,42.923913%,42.912497%,42.915055%,42.893607%,42.779252%
Revenue % of GB,Expedia TH,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia TH,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia TH,Agency,Flight,1.472571%,1.982400%,1.551621%,1.155688%,3.182231%,1.573475%,1.209900%,3.218494%,1.942682%,1.593450%,3.462457%,1.773530%
GP % of GB,Expedia TH,Agency,Flight,-0.131862%,0.635411%,0.176527%,0.086331%,1.404353%,0.341695%,0.026843%,1.488262%,0.391930%,-0.030879%,1.659878%,0.407290%
Revenue % of GB,Expedia TH,Merchant,Flight,5.203391%,3.288740%,4.337027%,4.622954%,3.959597%,4.220239%,4.329361%,3.656925%,4.284729%,3.108686%,3.841290%,4.216155%
GP % of GB,Expedia TH,Merchant,Flight,0.850238%,-0.658428%,0.366065%,0.857274%,0.193687%,0.448258%,0.290697%,-0.232833%,0.112632%,-0.822833%,-0.178229%,0.008852%
Revenue % of GB,Expedia TH,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia TH,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia TH,Merchant,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia TH,Merchant,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia TH,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia TH,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia TH,Merchant,Hotel,15.242153%,15.120433%,15.451577%,15.482537%,15.328220%,15.257295%,15.282100%,15.163108%,15.135009%,15.080457%,15.035924%,15.084854%
GP % of GB,Expedia TH,Merchant,Hotel,12.447376%,12.306112%,13.124188%,13.431145%,13.297490%,12.863504%,13.087959%,12.734054%,12.772696%,13.031033%,12.815976%,13.037510%
Revenue % of GB,Expedia TH,Agency,Hotel,10.447360%,6.809760%,16.304107%,16.254107%,16.204107%,16.154107%,16.104107%,16.054107%,16.004107%,15.954107%,15.904107%,15.854107%
GP % of GB,Expedia TH,Agency,Hotel,9.722939%,6.346865%,15.623719%,15.663391%,15.461465%,15.517621%,15.493667%,15.449782%,15.403444%,15.296176%,15.361297%,15.238916%
Revenue % of GB,Expedia TH,Not Applicable,EPackage,5.845843%,5.730424%,6.814333%,6.319982%,6.804317%,7.386381%,6.724552%,6.801840%,6.985673%,6.608400%,6.553945%,6.547586%
GP % of GB,Expedia TH,Not Applicable,EPackage,3.482179%,3.603204%,4.219619%,3.973571%,4.456969%,4.748486%,4.359162%,4.320253%,4.424197%,4.290838%,4.183221%,4.224576%
Revenue % of GB,Expedia TH,Merchant,Tshop,16.366483%,16.514482%,16.451344%,16.134034%,16.271062%,15.842125%,15.461100%,15.612467%,15.370755%,15.206468%,15.351301%,15.233141%
GP % of GB,Expedia TH,Merchant,Tshop,6.156242%,10.188336%,11.696528%,9.835858%,11.343069%,10.133465%,8.476230%,10.704706%,11.228328%,7.888402%,10.730743%,9.561328%
Revenue % of GB,Expedia TH,Not Applicable,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia TH,Merchant,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia TH,Not Applicable,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia TH,Merchant,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia ID,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia ID,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia ID,Agency,Flight,6.877582%,8.911260%,6.420209%,5.779925%,5.779925%,6.369406%,5.779925%,5.779925%,6.409308%,5.779925%,5.779925%,6.406837%
GP % of GB,Expedia ID,Agency,Flight,4.122307%,5.647574%,3.724149%,3.197790%,3.262808%,3.694776%,3.492842%,3.396293%,3.785318%,3.345938%,3.380811%,3.792732%
Revenue % of GB,Expedia ID,Merchant,Flight,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia ID,Merchant,Flight,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia ID,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia ID,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia ID,Merchant,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia ID,Merchant,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia ID,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia ID,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia ID,Merchant,Hotel,16.567253%,16.509099%,16.024789%,15.994379%,15.889169%,15.938828%,15.850734%,15.952285%,15.779646%,15.660758%,15.587873%,15.812477%
GP % of GB,Expedia ID,Merchant,Hotel,14.294793%,14.241265%,13.429733%,13.151484%,13.349299%,13.333919%,14.046302%,13.225230%,13.206520%,13.144491%,12.953528%,13.589378%
Revenue % of GB,Expedia ID,Agency,Hotel,15.262665%,10.600426%,15.694047%,15.744377%,15.474031%,15.567332%,15.433108%,15.288137%,15.060585%,15.128356%,15.167429%,15.191080%
GP % of GB,Expedia ID,Agency,Hotel,14.666211%,10.220386%,15.107532%,15.070888%,14.908237%,14.968248%,14.912310%,14.719244%,14.590139%,14.610333%,14.735378%,14.672633%
Revenue % of GB,Expedia ID,Not Applicable,EPackage,8.241959%,6.887328%,7.589180%,7.444296%,7.361293%,7.444570%,7.245921%,7.404454%,7.399769%,7.327824%,7.502985%,7.481700%
GP % of GB,Expedia ID,Not Applicable,EPackage,5.264029%,5.161641%,5.090931%,5.184285%,4.836395%,5.348246%,5.591129%,4.908154%,5.485256%,5.335868%,5.351188%,5.287062%
Revenue % of GB,Expedia ID,Merchant,Tshop,24.272699%,19.472356%,19.410662%,19.139391%,18.512812%,18.385109%,19.171410%,18.748527%,18.487570%,17.567742%,17.437857%,17.963340%
GP % of GB,Expedia ID,Merchant,Tshop,16.289424%,13.039267%,11.019248%,11.442622%,12.949806%,12.564162%,8.784313%,11.021324%,12.303508%,8.925450%,12.659097%,7.652945%
Revenue % of GB,Expedia ID,Not Applicable,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia ID,Merchant,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia ID,Not Applicable,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia ID,Merchant,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia MY,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia MY,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia MY,Agency,Flight,3.612724%,4.331874%,3.687391%,3.307388%,3.961234%,3.560701%,3.298593%,3.767945%,3.971581%,3.837268%,4.669004%,4.725974%
GP % of GB,Expedia MY,Agency,Flight,1.302014%,1.915697%,1.570832%,1.343117%,1.794541%,1.497431%,1.401065%,1.683422%,1.681340%,1.568116%,2.051439%,1.951461%
Revenue % of GB,Expedia MY,Merchant,Flight,6.433173%,5.562843%,5.324295%,5.941663%,6.127951%,5.762212%,5.690519%,5.726991%,5.833246%,6.031980%,5.698487%,6.282353%
GP % of GB,Expedia MY,Merchant,Flight,2.148205%,0.943130%,1.041524%,2.527968%,3.291251%,3.041772%,1.462424%,1.495358%,1.492356%,1.612347%,1.374670%,1.786090%
Revenue % of GB,Expedia MY,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia MY,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia MY,Merchant,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia MY,Merchant,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia MY,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia MY,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia MY,Merchant,Hotel,16.186541%,16.324842%,16.137926%,16.102249%,16.053440%,16.012019%,15.965350%,15.846074%,15.884075%,15.829799%,15.777905%,15.760502%
GP % of GB,Expedia MY,Merchant,Hotel,13.801795%,13.983955%,13.615919%,13.594929%,13.814708%,13.503639%,13.595990%,13.315359%,13.456353%,13.365747%,13.196153%,13.448481%
Revenue % of GB,Expedia MY,Agency,Hotel,15.122008%,13.847041%,16.570549%,16.602160%,16.530453%,16.478880%,16.414372%,16.403152%,16.117022%,16.176408%,16.101078%,16.124682%
GP % of GB,Expedia MY,Agency,Hotel,14.182198%,13.051048%,15.884316%,15.932974%,15.864906%,15.745510%,15.699334%,15.690911%,15.464817%,15.480065%,15.379330%,15.287614%
Revenue % of GB,Expedia MY,Not Applicable,EPackage,8.799195%,8.292343%,9.738746%,8.613643%,8.795129%,9.275588%,8.522222%,8.440292%,9.079766%,8.346090%,8.055209%,8.773126%
GP % of GB,Expedia MY,Not Applicable,EPackage,6.337214%,5.619911%,6.934206%,6.296805%,6.631421%,6.844986%,6.331214%,6.195222%,6.674210%,6.072326%,5.869250%,6.504356%
Revenue % of GB,Expedia MY,Merchant,Tshop,17.349569%,17.077734%,18.496052%,18.113373%,17.813796%,17.490596%,17.267353%,16.923532%,16.526558%,16.346113%,16.351969%,16.403926%
GP % of GB,Expedia MY,Merchant,Tshop,7.866254%,10.130411%,11.828188%,11.166555%,11.937700%,10.991271%,7.439214%,11.208227%,6.394589%,9.857937%,10.373994%,6.487405%
Revenue % of GB,Expedia MY,Not Applicable,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia MY,Merchant,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia MY,Not Applicable,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia MY,Merchant,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia PH,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia PH,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia PH,Agency,Flight,3.936898%,3.963627%,5.719334%,3.726569%,4.349350%,7.160396%,5.026853%,5.174857%,7.109947%,4.347922%,4.000312%,4.798970%
GP % of GB,Expedia PH,Agency,Flight,2.120157%,2.016664%,3.442935%,2.034898%,2.358414%,4.181045%,2.730674%,2.801178%,4.151975%,2.338742%,2.163823%,2.829372%
Revenue % of GB,Expedia PH,Merchant,Flight,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia PH,Merchant,Flight,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia PH,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia PH,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia PH,Merchant,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia PH,Merchant,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia PH,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia PH,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia PH,Merchant,Hotel,16.360731%,16.588384%,15.795612%,15.651877%,15.667444%,15.664496%,15.654748%,15.634766%,15.611234%,15.565336%,15.645486%,15.471587%
GP % of GB,Expedia PH,Merchant,Hotel,14.037463%,13.824632%,13.327618%,13.213406%,13.525963%,13.235239%,13.169185%,12.958890%,12.998337%,13.248791%,13.146753%,13.158152%
Revenue % of GB,Expedia PH,Agency,Hotel,7.428658%,13.126968%,14.439639%,14.388652%,14.357189%,14.836233%,14.254558%,14.434936%,14.848810%,14.329307%,14.606623%,14.602506%
GP % of GB,Expedia PH,Agency,Hotel,7.251850%,12.873707%,14.133048%,14.116250%,14.086000%,14.528014%,13.970951%,14.137250%,14.581257%,14.048323%,14.327076%,14.317867%
Revenue % of GB,Expedia PH,Not Applicable,EPackage,4.791671%,5.246957%,5.380990%,4.643351%,4.685761%,5.452042%,4.991907%,5.227387%,5.948443%,4.829671%,4.367974%,4.366491%
GP % of GB,Expedia PH,Not Applicable,EPackage,3.557762%,3.705105%,3.845173%,3.339935%,3.489259%,3.833154%,3.540683%,3.683408%,4.225460%,3.591841%,3.127229%,3.179810%
Revenue % of GB,Expedia PH,Merchant,Tshop,15.431552%,13.646014%,14.046864%,13.875028%,13.800477%,13.628987%,13.216435%,13.096918%,12.965371%,13.014352%,12.952390%,13.174055%
GP % of GB,Expedia PH,Merchant,Tshop,10.934953%,9.262554%,7.425680%,7.658075%,7.192941%,6.120493%,7.420165%,8.044764%,6.865505%,5.734270%,7.753965%,5.714320%
Revenue % of GB,Expedia PH,Not Applicable,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia PH,Merchant,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia PH,Not Applicable,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia PH,Merchant,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia VN,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia VN,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia VN,Agency,Flight,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia VN,Agency,Flight,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia VN,Merchant,Flight,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia VN,Merchant,Flight,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia VN,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia VN,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia VN,Merchant,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia VN,Merchant,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia VN,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia VN,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia VN,Merchant,Hotel,15.989222%,16.623631%,15.007254%,14.886532%,14.894076%,14.885371%,14.870696%,14.847041%,14.820271%,14.773871%,14.838095%,14.679357%
GP % of GB,Expedia VN,Merchant,Hotel,13.681037%,14.712893%,12.287039%,12.326952%,12.402641%,12.471581%,12.274663%,12.156808%,12.132172%,12.389137%,12.244725%,12.019404%
Revenue % of GB,Expedia VN,Agency,Hotel,0.000000%,-3.837061%,14.245144%,14.194157%,14.162694%,14.641738%,14.060063%,14.240441%,14.654315%,14.134812%,14.412128%,14.408011%
GP % of GB,Expedia VN,Agency,Hotel,-4.495689%,-4.495689%,13.556535%,13.548550%,13.496786%,13.927921%,13.372883%,13.573498%,13.943013%,13.444710%,13.779965%,13.669447%
Revenue % of GB,Expedia VN,Not Applicable,EPackage,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
